p1,x,y,label
1362,664013,284820,0
1363,664268,290101,0
1364,664464,294885,0
1365,664512,952091,0
1366,664709,287470,0
1367,664714,288638,0
1368,664779,289474,0
1369,665343,280023,0
1370,665359,280615,0
1371,665513,284467,0
1372,666199,286115,0
1373,666303,290136,0
1374,666542,288418,0
1375,666729,286658,0
1376,666818,286988,0
1377,667112,277280,0
1378,667197,299616,0
1379,667444,301609,0
1380,667446,284610,0
1381,667673,293948,0
1382,667769,279679,0
1383,667771,281245,0
1384,667795,288858,0
1385,667879,268675,0
1386,668139,287037,0
1387,668208,284337,0
1388,668636,292899,0
1389,668769,293994,0
1390,668774,288041,0
1391,668800,294642,0
1392,668831,291206,0
1393,668937,284426,0
1394,669123,295510,0
1395,669171,279166,0
1396,669179,296124,0
1397,669284,282559,0
1398,669285,283084,0
1399,669574,293602,0
1400,669675,284107,0
1401,669816,291547,0
1402,669821,297412,0
1403,669935,285502,0
1404,670051,285388,0
1405,670101,284950,0
1406,670155,286695,0
1407,670301,297913,0
1408,670305,282738,0
1409,670374,285577,0
1410,670749,288689,0
1411,670761,284276,0
1412,670958,289923,0
1413,670960,291100,0
1414,670961,288174,0
1415,670984,297330,0
1416,671016,282328,0
1417,671023,281502,0
1418,671068,281741,0
1419,671167,274454,0
1420,671188,297668,0
1421,671220,280118,0
1422,671309,282895,0
1423,671312,281432,0
1424,671347,293615,0
1425,671539,290947,0
1426,671571,282677,0
1427,671791,290503,0
1428,671913,296146,0
1429,672003,282241,0
1430,672017,286781,0
1431,672092,287026,0
1432,672282,273904,0
1433,672355,286399,0
1434,672382,284041,0
1435,672523,277926,0
1436,672671,285889,0
1437,672769,285409,0
1438,672816,280589,0
1439,673070,286718,0
1440,673201,289847,0
1441,673329,284438,0
1442,673359,290316,0
1443,673374,289779,0
1444,673394,288917,0
1445,673410,277666,0
1446,673503,288645,0
1447,673666,285756,0
1448,673675,284083,0
1449,673845,279552,0
1450,673872,288355,0
1451,673897,292471,0
1452,673905,289860,0
1453,673953,288663,0
1454,673971,286125,0
1455,673987,290404,0
1456,674041,273444,0
1457,674195,275604,0
1458,674253,299906,0
1459,674280,285507,0
1460,674427,283930,0
1461,674448,294022,0
1462,674450,279268,0
1463,674477,282154,0
1464,674502,290289,0
1465,674513,277525,0
1466,674536,292852,0
1467,674625,282481,0
1468,674663,288992,0
1469,675099,294394,0
1470,675109,288715,0
1471,675109,281910,0
1472,675596,286924,0
1473,675705,290605,0
1474,675718,285267,0
1475,675742,286123,0
1476,675758,275950,0
1477,675761,292045,0
1478,675795,283388,0
1479,675864,279130,0
1480,675881,291194,0
1481,675894,286182,0
1482,675914,300595,0
1483,676071,290649,0
1484,676080,287968,0
1485,676163,296971,0
1486,676328,284527,0
1487,676350,291750,0
1488,676353,295227,0
1489,676359,290057,0
1490,676377,294333,0
1491,676413,285747,0
1492,676517,283807,0
1493,676679,293018,0
1494,676701,289161,0
1495,676713,279989,0
1496,676727,290917,0
1497,676947,283912,0
1498,676970,286943,0
1499,677037,282811,0
1500,677171,289138,0
1501,677226,298467,0
1502,677322,294100,0
1503,677394,290885,0
1504,677452,283159,0
1505,677625,284960,0
1506,677672,303196,0
1507,677736,290653,0
1508,677775,282143,0
1509,677799,281621,0
1510,677855,283042,0
1511,677892,292736,0
1512,677984,289118,0
1513,678002,288385,0
1514,678025,275614,0
1515,678111,291337,0
1516,678333,284079,0
1517,678389,286924,0
1518,678495,286392,0
1519,678532,285198,0
1520,678583,292315,0
1521,678716,292037,0
1522,678988,291828,0
1523,679028,282587,0
1524,679216,287612,0
1525,679258,287523,0
1526,679347,294951,0
1527,679544,280466,0
1528,679553,283842,0
1529,679797,280809,0
1530,680031,300288,0
1531,680246,291687,0
1532,680291,293726,0
1533,680347,292743,0
1534,680439,287358,0
1535,680552,284039,0
1536,680576,294511,0
1537,680861,291446,0
1538,680916,288225,0
1539,681029,277650,0
1540,681292,285616,0
1541,681457,286250,0
1542,681472,293152,0
1543,681635,300826,0
1544,681644,283903,0
1545,682182,293163,0
1546,682552,288967,0
1547,682571,279196,0
1548,682906,290188,0
1549,682951,284901,0
1550,682989,287458,0
1551,683097,295169,0
1552,683136,285041,0
1553,683523,294420,0
1554,683681,281083,0
1555,683703,282863,0
1556,683935,292772,0
1557,684067,287233,0
1558,684081,284424,0
1559,684380,278276,0
1560,684901,296285,0
1561,685023,286950,0
1562,685295,285834,0
1563,685497,284726,0
1564,685591,285666,0
1565,686037,282796,0
1566,686041,287029,0
1567,686376,290165,0
1568,686926,283085,0
1569,687010,283559,0
1570,687428,287678,0
1571,687666,276645,0
1572,687896,286851,0
1573,688049,280131,0
1574,690934,279546,0
1575,693286,288415,0
1576,700191,490315,0
1577,701347,486340,0
1578,702902,488816,0
1579,706411,471200,0
1580,706902,480137,0
1581,707134,484902,0
1582,707484,475073,0
1583,707667,479543,0
1584,707701,472067,0
1585,708477,477477,0
1586,708579,492028,0
1587,708638,478048,0
1588,708789,472832,0
1589,708849,477127,0
1590,708965,482342,0
1591,709165,478985,0
1592,709251,476124,0
1593,709253,485647,0
1594,709280,489854,0
1595,709350,485305,0
1596,709548,487903,0
1597,709629,492721,0
1598,709895,490948,0
1599,709987,480435,0
1600,710500,493679,0
1601,710582,496291,0
1602,710715,482993,0
1603,710793,487077,0
1604,711081,478332,0
1605,711125,487484,0
1606,711375,490945,0
1607,711463,490655,0
1608,711471,475992,0
1609,711677,475247,0
1610,711704,498285,0
1611,711802,483175,0
1612,711822,485357,0
1613,711872,487379,0
1614,711936,491080,0
1615,712179,484881,0
1616,712231,471516,0
1617,712406,488535,0
1618,712422,487883,0
1619,712481,482219,0
1620,712597,491508,0
1621,712643,480840,0
1622,712654,485132,0
1623,712743,478418,0
1624,712850,482930,0
1625,712881,489388,0
1626,713084,479627,0
1627,713168,463735,0
1628,713333,487508,0
1629,713344,478595,0
1630,713439,474295,0
1631,713472,486575,0
1632,713511,480769,0
1633,713516,495785,0
1634,713543,491233,0
1635,713579,479926,0
1636,713585,490269,0
1637,713638,484769,0
1638,713654,480636,0
1639,713712,476683,0
1640,713718,483620,0
1641,713765,494295,0
1642,713775,489809,0
1643,713826,492200,0
1644,713845,490637,0
1645,713969,488558,0
1646,714121,495742,0
1647,714621,493241,0
1648,714677,484457,0
1649,714783,466361,0
1650,714852,481475,0
1651,714870,478619,0
1652,714881,485051,0
1653,714889,481834,0
1654,715074,487211,0
1655,715080,493936,0
1656,715161,492888,0
1657,715163,478867,0
1658,715178,497813,0
1659,715267,487284,0
1660,715546,481040,0
1661,715769,478690,0
1662,715857,489084,0
1663,715953,494061,0
1664,715992,487784,0
1665,716012,487054,0
1666,716176,484218,0
1667,716252,488201,0
1668,716294,489718,0
1669,716320,476786,0
1670,716342,480710,0
1671,716354,474701,0
1672,716372,497435,0
1673,716411,493350,0
1674,716414,482926,0
1675,716471,482607,0
1676,716480,489159,0
1677,716495,481359,0
1678,716658,487562,0
1679,716746,489857,0
1680,716880,481769,0
1681,716961,477059,0
1682,716995,490904,0
1683,717046,485610,0
1684,717081,487574,0
1685,717190,490128,0
1686,717248,490450,0
1687,717297,484883,0
1688,717337,484208,0
1689,717371,479687,0
1690,717457,496589,0
1691,717467,485934,0
1692,717475,487014,0
1693,717742,484335,0
1694,717827,494457,0
1695,717922,486375,0
1696,717950,487490,0
1697,718119,482167,0
1698,718193,486992,0
1699,718220,496366,0
1700,718455,486032,0
1701,718456,489615,0
1702,718484,485862,0
1703,718626,494415,0
1704,718638,496236,0
1705,718649,475715,0
1706,718737,481379,0
1707,718778,472923,0
1708,718860,480907,0
1709,718948,477165,0
1710,718955,495942,0
1711,718998,475121,0
1712,719122,479630,0
1713,719124,482233,0
1714,719142,487261,0
1715,719301,477288,0
1716,719483,492199,0
1717,719485,486926,0
1718,719522,482526,0
1719,719583,485799,0
1720,719641,492371,0
1721,719653,487746,0
1722,719660,484646,0
1723,719682,465635,0
1724,719744,493150,0
1725,719755,483609,0
1726,719826,479459,0
1727,719867,492042,0
1728,720133,484878,0
1729,720170,478403,0
1730,720174,488664,0
1731,720196,488558,0
1732,720317,505824,0
1733,720368,490670,0
1734,720400,472580,0
1735,720461,484112,0
1736,720489,482499,0
1737,720527,487263,0
1738,720540,479105,0
1739,720607,487298,0
1740,720620,484302,0
1741,720674,478784,0
1742,720795,486872,0
1743,720819,484613,0
1744,720947,486883,0
1745,721033,492994,0
1746,721099,490534,0
1747,721115,489272,0
1748,721296,498008,0
1749,721336,487680,0
1750,721440,493482,0
1751,721463,484677,0
1752,721467,487325,0
1753,721547,488884,0
1754,721686,491653,0
1755,721731,482968,0
1756,721764,478456,0
1757,721871,481353,0
1758,722052,486474,0
1759,722306,474087,0
1760,722381,480312,0
1761,722419,488648,0
1762,722428,494259,0
1763,722454,481550,0
1764,722534,488898,0
1765,722628,480735,0
1766,722672,483690,0
1767,722710,499687,0
1768,722716,485972,0
1769,722744,476275,0
1770,722751,484773,0
1771,722811,486843,0
1772,723042,492248,0
1773,723168,483375,0
1774,723268,489885,0
1775,723676,489785,0
1776,724264,481714,0
1777,724277,476138,0
1778,724520,483868,0
1779,724553,486153,0
1780,724711,486115,0
1781,725257,482047,0
1782,725314,487784,0
1783,726038,473100,0
1784,726495,487128,0
1785,726563,475609,0
1786,726617,488944,0
1787,726685,474576,0
1788,727645,496968,0
1789,728236,487998,0
1790,728280,481157,0
1791,728518,486973,0
1792,728598,483390,0
1793,729082,486079,0
1794,729408,477198,0
1795,729855,466778,0
1796,730091,475863,0
1797,730782,485753,0
1798,731127,480675,0
1799,731258,490017,0
1800,732362,490692,0
1801,956369,646068,0
1802,965297,632162,0
1803,967440,635870,0
1804,967525,635290,0
1805,968214,643490,0
1806,968392,635284,0
1807,968709,625610,0
1808,969058,644235,0
1809,969292,645901,0
1810,969372,639149,0
1811,970226,641959,0
1812,970524,635434,0
1813,970543,640370,0
1814,970655,632118,0
1815,970669,633276,0
1816,970759,628066,0
1817,971249,626346,0
1818,971353,631349,0
1819,971374,630386,0
1820,971387,631260,0
1821,971511,640066,0
1822,971522,632066,0
1823,971696,635095,0
1824,971952,629574,0
1825,972228,639425,0
1826,972594,642587,0
1827,972597,643932,0
1828,972630,644443,0
1829,972662,640076,0
1830,972890,634723,0
1831,972972,639401,0
1832,973053,631251,0
1833,973079,631152,0
1834,973355,630325,0
1835,973402,635892,0
1836,973732,639097,0
1837,973769,630734,0
1838,973840,646608,0
1839,973933,642367,0
1840,973946,638818,0
1841,974393,633348,0
1842,974657,636314,0
1843,974736,639256,0
1844,974736,633367,0
1845,974826,633320,0
1846,974856,647922,0
1847,974910,632785,0
1848,974975,633232,0
1849,975020,636043,0
1850,975154,631531,0
1851,975157,637504,0
1852,975164,632733,0
1853,975352,635986,0
1854,975750,647230,0
1855,975767,632529,0
1856,975807,651628,0
1857,975867,637299,0
1858,975912,645964,0
1859,975945,628131,0
1860,976067,648860,0
1861,976068,643657,0
1862,976166,628501,0
1863,976324,630012,0
1864,976370,632499,0
1865,976803,624473,0
1866,976878,636166,0
1867,976951,644063,0
1868,977011,637036,0
1869,977036,639652,0
1870,977095,628362,0
1871,977243,632860,0
1872,977266,632020,0
1873,977290,639153,0
1874,977497,644395,0
1875,977572,640108,0
1876,977692,638533,0
1877,977742,639112,0
1878,977829,641808,0
1879,977843,627557,0
1880,977865,631099,0
1881,977947,645394,0
1882,977981,631128,0
1883,978004,638261,0
1884,978022,632629,0
1885,978031,641176,0
1886,978079,639640,0
1887,978103,646239,0
1888,978159,640765,0
1889,978197,637001,0
1890,978267,635157,0
1891,978270,632281,0
1892,978532,634214,0
1893,978551,631760,0
1894,978620,641512,0
1895,978728,640977,0
1896,978809,641761,0
1897,978840,634372,0
1898,978858,645294,0
1899,978868,634604,0
1900,978930,630811,0
1901,979012,626014,0
1902,979034,637814,0
1903,979064,642553,0
1904,979156,625297,0
1905,979225,643087,0
1906,979333,640918,0
1907,979678,641717,0
1908,979681,643655,0
1909,979702,642686,0
1910,979711,617738,0
1911,979728,641875,0
1912,979789,625199,0
1913,979930,633079,0
1914,979956,631042,0
1915,980011,640140,0
1916,980013,633383,0
1917,980069,632575,0
1918,980123,642738,0
1919,980352,635542,0
1920,980432,642774,0
1921,980506,639628,0
1922,980552,638240,0
1923,980558,635942,0
1924,980624,624483,0
1925,980643,640454,0
1926,980730,631697,0
1927,980767,623305,0
1928,980787,631962,0
1929,980827,622117,0
1930,980835,646292,0
1931,981027,628595,0
1932,981038,645039,0
1933,981046,647538,0
1934,981087,644292,0
1935,981158,638675,0
1936,981160,630162,0
1937,981233,621400,0
1938,981246,636062,0
1939,981287,629648,0
1940,981381,647340,0
1941,981398,633669,0
1942,981579,632351,0
1943,981580,644137,0
1944,981699,637006,0
1945,981700,631805,0
1946,982149,634878,0
1947,982165,637752,0
1948,982308,636197,0
1949,982571,634452,0
1950,982641,636829,0
1951,982711,637552,0
1952,982942,630394,0
1953,982950,633215,0
1954,983037,632324,0
1955,983042,631608,0
1956,983214,636884,0
1957,983569,634624,0
1958,983652,627495,0
1959,983694,631575,0
1960,983728,635557,0
1961,983846,635933,0
1962,983899,630571,0
1963,984087,642195,0
1964,984162,641340,0
1965,984259,634373,0
1966,984385,648354,0
1967,984557,638958,0
1968,984637,638488,0
1969,984661,638737,0
1970,984677,629483,0
1971,984746,636577,0
1972,984845,634089,0
1973,985009,644557,0
1974,985031,635614,0
1975,985228,637633,0
1976,985250,639094,0
1977,985353,638736,0
1978,985499,632940,0
1979,985515,629428,0
1980,985517,627403,0
1981,985605,643927,0
1982,985692,637060,0
1983,985761,636615,0
1984,985789,641115,0
1985,985811,645808,0
1986,985857,641596,0
1987,985978,640986,0
1988,986130,640894,0
1989,986296,631434,0
1990,986415,629092,0
1991,986435,638424,0
1992,986581,637677,0
1993,986618,635868,0
1994,986635,631280,0
1995,986978,625933,0
1996,987186,633361,0
1997,987273,632722,0
1998,987344,626913,0
1999,987506,643199,0
2000,987727,637517,0
2001,987753,637286,0
2002,988139,641867,0
2003,988543,638439,0
2004,988597,636297,0
2005,988738,630581,0
2006,988962,623972,0
2007,989189,637174,0
2008,989275,641102,0
2009,989326,648689,0
2010,989402,626016,0
2011,989442,636528,0
2012,989512,632254,0
2013,989814,631486,0
2014,990481,635004,0
2015,990655,639801,0
2016,991251,637618,0
2017,992544,637328,0
2018,992798,638283,0
2019,992996,636643,0
2020,993173,633678,0
2021,993450,640323,0
2022,993607,630588,0
2023,995623,641624,0
2024,995757,647034,0
2025,1000000,644851,0
